Time,ERCOT_Total
2025-06-03 15:00:00,59652
2025-06-03 16:00:00,61977
2025-06-03 17:00:00,64419
2025-06-03 18:00:00,67663
2025-06-03 19:00:00,70187
2025-06-03 20:00:00,72086
2025-06-03 21:00:00,73388
2025-06-03 22:00:00,74751
2025-06-03 23:00:00,74753
2025-06-04 00:00:00,73302
2025-06-04 01:00:00,70900
2025-06-04 02:00:00,68297
2025-06-04 03:00:00,67122
2025-06-04 04:00:00,63726
2025-06-04 05:00:00,59417
2025-06-04 06:00:00,56165
2025-06-04 07:00:00,53468
2025-06-04 08:00:00,51563
2025-06-04 09:00:00,50464
2025-06-04 10:00:00,50301
2025-06-04 11:00:00,51210
2025-06-04 12:00:00,52463
2025-06-04 13:00:00,53208
2025-06-04 14:00:00,54416
2025-06-04 15:00:00,56213
2025-06-04 16:00:00,58585
2025-06-04 17:00:00,61008
2025-06-04 18:00:00,63202
2025-06-04 19:00:00,65528
2025-06-04 20:00:00,67360
2025-06-04 21:00:00,68169
2025-06-04 22:00:00,68826
2025-06-04 23:00:00,69455
2025-06-05 00:00:00,68838
2025-06-05 01:00:00,67209
2025-06-05 02:00:00,65262
2025-06-05 03:00:00,63726
2025-06-05 04:00:00,60696
2025-06-05 05:00:00,57124
2025-06-05 06:00:00,54024
2025-06-05 07:00:00,51716
2025-06-05 08:00:00,50193
2025-06-05 09:00:00,49325
2025-06-05 10:00:00,49359
2025-06-05 11:00:00,50523
2025-06-05 12:00:00,51895
2025-06-05 13:00:00,53180
2025-06-05 14:00:00,55404
2025-06-05 15:00:00,58174
2025-06-05 16:00:00,60638
2025-06-05 17:00:00,63103
2025-06-05 18:00:00,65413
2025-06-05 19:00:00,68381
2025-06-05 20:00:00,71786
2025-06-05 21:00:00,74418
2025-06-05 22:00:00,75902
2025-06-05 23:00:00,75684
2025-06-06 00:00:00,75060
2025-06-06 01:00:00,72029
2025-06-06 02:00:00,69195
2025-06-06 03:00:00,67421
2025-06-06 04:00:00,64468
2025-06-06 05:00:00,61480
2025-06-06 06:00:00,58408
2025-06-06 07:00:00,55692
2025-06-06 08:00:00,53976
2025-06-06 09:00:00,53213
2025-06-06 10:00:00,52998
2025-06-06 11:00:00,53604
2025-06-06 12:00:00,53707
2025-06-06 13:00:00,54707
2025-06-06 14:00:00,58108
2025-06-06 15:00:00,61357
2025-06-06 16:00:00,64720
2025-06-06 17:00:00,67980
2025-06-06 18:00:00,71146
2025-06-06 19:00:00,73505
2025-06-06 20:00:00,75439
2025-06-06 21:00:00,75586
2025-06-06 22:00:00,75840
2025-06-06 23:00:00,75912
2025-06-07 00:00:00,75710
2025-06-07 01:00:00,74286
2025-06-07 02:00:00,72152
2025-06-07 03:00:00,70046
2025-06-07 04:00:00,66740
2025-06-07 05:00:00,63196
2025-06-07 06:00:00,59909
2025-06-07 07:00:00,57132
2025-06-07 08:00:00,55098
2025-06-07 09:00:00,53785
2025-06-07 10:00:00,52765
2025-06-07 11:00:00,52509
2025-06-07 12:00:00,52389
2025-06-07 13:00:00,53002
2025-06-07 14:00:00,56153
2025-06-07 15:00:00,59932
2025-06-07 16:00:00,63523
2025-06-07 17:00:00,66896
2025-06-07 18:00:00,70009
2025-06-07 19:00:00,72240
2025-06-07 20:00:00,73906
2025-06-07 21:00:00,74935
2025-06-07 22:00:00,75505
2025-06-07 23:00:00,75184
2025-06-08 00:00:00,74993
2025-06-08 01:00:00,73065
2025-06-08 02:00:00,70388
2025-06-08 03:00:00,68543
2025-06-08 04:00:00,65628
2025-06-08 05:00:00,62529
2025-06-08 06:00:00,59567
2025-06-08 07:00:00,56961
2025-06-08 08:00:00,54804
2025-06-08 09:00:00,53277
2025-06-08 10:00:00,52119
2025-06-08 11:00:00,51606
2025-06-08 12:00:00,50920
2025-06-08 13:00:00,51673
2025-06-08 14:00:00,54818
2025-06-08 15:00:00,58631
2025-06-08 16:00:00,62085
2025-06-08 17:00:00,65892
2025-06-08 18:00:00,69660
2025-06-08 19:00:00,72998
2025-06-08 20:00:00,75378
2025-06-08 21:00:00,76025
2025-06-08 22:00:00,76266
2025-06-08 23:00:00,76397
2025-06-09 00:00:00,75727
2025-06-09 01:00:00,75251
2025-06-09 02:00:00,73384
2025-06-09 03:00:00,71333
2025-06-09 04:00:00,66834
2025-06-09 05:00:00,61208
2025-06-09 06:00:00,57240
2025-06-09 07:00:00,54467
2025-06-09 08:00:00,52496
2025-06-09 09:00:00,51346
2025-06-09 10:00:00,51199
2025-06-09 11:00:00,51908
2025-06-09 12:00:00,52670
2025-06-09 13:00:00,52950
2025-06-09 14:00:00,54190
2025-06-09 15:00:00,56944
2025-06-09 16:00:00,60407
2025-06-09 17:00:00,64063
2025-06-09 18:00:00,67551
2025-06-09 19:00:00,71541
2025-06-09 20:00:00,74783
2025-06-09 21:00:00,75471
2025-06-09 22:00:00,75752
2025-06-09 23:00:00,75595
2025-06-10 00:00:00,75240
2025-06-10 01:00:00,73195
2025-06-10 02:00:00,70469
2025-06-10 03:00:00,67719
2025-06-10 04:00:00,64310
2025-06-10 05:00:00,60502
2025-06-10 06:00:00,56894
2025-06-10 07:00:00,54116
2025-06-10 08:00:00,51845
2025-06-10 09:00:00,50376
2025-06-10 10:00:00,50188
2025-06-10 11:00:00,51251
2025-06-10 12:00:00,52434
2025-06-10 13:00:00,54045
2025-06-10 14:00:00,56419
2025-06-10 15:00:00,59137
2025-06-10 16:00:00,61111
2025-06-10 17:00:00,62496
2025-06-10 18:00:00,63355
2025-06-10 19:00:00,64282
2025-06-10 20:00:00,66124
2025-06-10 21:00:00,68329
2025-06-10 22:00:00,70063
2025-06-10 23:00:00,70282
2025-06-11 00:00:00,69242
2025-06-11 01:00:00,66945
2025-06-11 02:00:00,65313
2025-06-11 03:00:00,63784
2025-06-11 04:00:00,60805
2025-06-11 05:00:00,57348
2025-06-11 06:00:00,54662
2025-06-11 07:00:00,52267
2025-06-11 08:00:00,50331
2025-06-11 09:00:00,49419
2025-06-11 10:00:00,48960
2025-06-11 11:00:00,49468
2025-06-11 12:00:00,50941
2025-06-11 13:00:00,51895
2025-06-11 14:00:00,53208
2025-06-11 15:00:00,54613
2025-06-11 16:00:00,55462
2025-06-11 17:00:00,55990
2025-06-11 18:00:00,57043
2025-06-11 19:00:00,58795
2025-06-11 20:00:00,60360
2025-06-11 21:00:00,61723
2025-06-11 22:00:00,63120
2025-06-11 23:00:00,63494
2025-06-12 00:00:00,62997
2025-06-12 01:00:00,62127
2025-06-12 02:00:00,60801
2025-06-12 03:00:00,59662
2025-06-12 04:00:00,57448
2025-06-12 05:00:00,54623
2025-06-12 06:00:00,51822
2025-06-12 07:00:00,50111
2025-06-12 08:00:00,48844
2025-06-12 09:00:00,48001
2025-06-12 10:00:00,47617
2025-06-12 11:00:00,48410
2025-06-12 12:00:00,50100
2025-06-12 13:00:00,50850
2025-06-12 14:00:00,51801
2025-06-12 15:00:00,52853
2025-06-12 16:00:00,54218
2025-06-12 17:00:00,55586
2025-06-12 18:00:00,56873
2025-06-12 19:00:00,58103
2025-06-12 20:00:00,59711
2025-06-12 21:00:00,60974
2025-06-12 22:00:00,62363
2025-06-12 23:00:00,63517
2025-06-13 00:00:00,63398
2025-06-13 01:00:00,62119
2025-06-13 02:00:00,60422
2025-06-13 03:00:00,59108
2025-06-13 04:00:00,56387
2025-06-13 05:00:00,53607
2025-06-13 06:00:00,50900
2025-06-13 07:00:00,48889
2025-06-13 08:00:00,47490
2025-06-13 09:00:00,46725
2025-06-13 10:00:00,46674
2025-06-13 11:00:00,47547
2025-06-13 12:00:00,48730
2025-06-13 13:00:00,50317
2025-06-13 14:00:00,53406
2025-06-13 15:00:00,56914
2025-06-13 16:00:00,60467
2025-06-13 17:00:00,64461
2025-06-13 18:00:00,67746
2025-06-13 19:00:00,70475
2025-06-13 20:00:00,72816
2025-06-13 21:00:00,74514
2025-06-13 22:00:00,75650
2025-06-13 23:00:00,75538
2025-06-14 00:00:00,74293
2025-06-14 01:00:00,72025
2025-06-14 02:00:00,69137
2025-06-14 03:00:00,67087
2025-06-14 04:00:00,63960
2025-06-14 05:00:00,60519
2025-06-14 06:00:00,57258
2025-06-14 07:00:00,54360
2025-06-14 08:00:00,52118
2025-06-14 09:00:00,51212
2025-06-14 10:00:00,50593
2025-06-14 11:00:00,50637
2025-06-14 12:00:00,50532
2025-06-14 13:00:00,51412
2025-06-14 14:00:00,54117
2025-06-14 15:00:00,57209
2025-06-14 16:00:00,60954
2025-06-14 17:00:00,64211
2025-06-14 18:00:00,67323
2025-06-14 19:00:00,70334
2025-06-14 20:00:00,72664
2025-06-14 21:00:00,73654
2025-06-14 22:00:00,74407
2025-06-14 23:00:00,74529
2025-06-15 00:00:00,73572
2025-06-15 01:00:00,71523
2025-06-15 02:00:00,69004
2025-06-15 03:00:00,67331
2025-06-15 04:00:00,64376
2025-06-15 05:00:00,61206
2025-06-15 06:00:00,58302
2025-06-15 07:00:00,56001
2025-06-15 08:00:00,54106
2025-06-15 09:00:00,52778
2025-06-15 10:00:00,51848
2025-06-15 11:00:00,51549
2025-06-15 12:00:00,51148
2025-06-15 13:00:00,51866
2025-06-15 14:00:00,54619
2025-06-15 15:00:00,58060
2025-06-15 16:00:00,60762
2025-06-15 17:00:00,63126
2025-06-15 18:00:00,65121
2025-06-15 19:00:00,66435
2025-06-15 20:00:00,66410
2025-06-15 21:00:00,65286
2025-06-15 22:00:00,64847
2025-06-15 23:00:00,63777
2025-06-16 00:00:00,62262
2025-06-16 01:00:00,60854
2025-06-16 02:00:00,59737
2025-06-16 03:00:00,59079
2025-06-16 04:00:00,56457
2025-06-16 05:00:00,53298
2025-06-16 06:00:00,50661
2025-06-16 07:00:00,48618
2025-06-16 08:00:00,47203
2025-06-16 09:00:00,46667
2025-06-16 10:00:00,46930
2025-06-16 11:00:00,47871
2025-06-16 12:00:00,49291
2025-06-16 13:00:00,50639
2025-06-16 14:00:00,53672
2025-06-16 15:00:00,57026
2025-06-16 16:00:00,61154
2025-06-16 17:00:00,65480
2025-06-16 18:00:00,69249
2025-06-16 19:00:00,72474
2025-06-16 20:00:00,74265
2025-06-16 21:00:00,75095
2025-06-16 22:00:00,75437
2025-06-16 23:00:00,75305
2025-06-17 00:00:00,74588
2025-06-17 01:00:00,73078
2025-06-17 02:00:00,69591
2025-06-17 03:00:00,68276
2025-06-17 04:00:00,65639
2025-06-17 05:00:00,61546
2025-06-17 06:00:00,57747
2025-06-17 07:00:00,54876
2025-06-17 08:00:00,52863
2025-06-17 09:00:00,51532
2025-06-17 10:00:00,51078
2025-06-17 11:00:00,51866
2025-06-17 12:00:00,52946
2025-06-17 13:00:00,54571
2025-06-17 14:00:00,57591
2025-06-17 15:00:00,61150
2025-06-17 16:00:00,64846
2025-06-17 17:00:00,68545
2025-06-17 18:00:00,71856
2025-06-17 19:00:00,74813
2025-06-17 20:00:00,75819
2025-06-17 21:00:00,75920
2025-06-17 22:00:00,75725
2025-06-17 23:00:00,75750
2025-06-18 00:00:00,75851
2025-06-18 01:00:00,75048
2025-06-18 02:00:00,73502
2025-06-18 03:00:00,71437
2025-06-18 04:00:00,67860
2025-06-18 05:00:00,63709
2025-06-18 06:00:00,59955
2025-06-18 07:00:00,57057
2025-06-18 08:00:00,55198
2025-06-18 09:00:00,54228
2025-06-18 10:00:00,53971
2025-06-18 11:00:00,54375
2025-06-18 12:00:00,55352
2025-06-18 13:00:00,56517
2025-06-18 14:00:00,59307
2025-06-18 15:00:00,62192
2025-06-18 16:00:00,65440
2025-06-18 17:00:00,68744
2025-06-18 18:00:00,72002
2025-06-18 19:00:00,74564
2025-06-18 20:00:00,75587
2025-06-18 21:00:00,75834
2025-06-18 22:00:00,75758
2025-06-18 23:00:00,75845
2025-06-19 00:00:00,75716
2025-06-19 01:00:00,74814
2025-06-19 02:00:00,72620
2025-06-19 03:00:00,70831
2025-06-19 04:00:00,67675
2025-06-19 05:00:00,63842
2025-06-19 06:00:00,60380
2025-06-19 07:00:00,57736
2025-06-19 08:00:00,55692
2025-06-19 09:00:00,54224
2025-06-19 10:00:00,53644
2025-06-19 11:00:00,54044
2025-06-19 12:00:00,54743
2025-06-19 13:00:00,56156
2025-06-19 14:00:00,59119
2025-06-19 15:00:00,62670
2025-06-19 16:00:00,66534
2025-06-19 17:00:00,70264
2025-06-19 18:00:00,73556
2025-06-19 19:00:00,75770
2025-06-19 20:00:00,75860
2025-06-19 21:00:00,76762
2025-06-19 22:00:00,77295
2025-06-19 23:00:00,77179
2025-06-20 00:00:00,76724
2025-06-20 01:00:00,76118
2025-06-20 02:00:00,74039
2025-06-20 03:00:00,71884
2025-06-20 04:00:00,68786
2025-06-20 05:00:00,65223
2025-06-20 06:00:00,61852
2025-06-20 07:00:00,59224
2025-06-20 08:00:00,57248
2025-06-20 09:00:00,55854
2025-06-20 10:00:00,55273
2025-06-20 11:00:00,55679
2025-06-20 12:00:00,56231
2025-06-20 13:00:00,57372
2025-06-20 14:00:00,60475
2025-06-20 15:00:00,64182
2025-06-20 16:00:00,67735
2025-06-20 17:00:00,71077
2025-06-20 18:00:00,74263
2025-06-20 19:00:00,76318
2025-06-20 20:00:00,76829
2025-06-20 21:00:00,76943
2025-06-20 22:00:00,77040
2025-06-20 23:00:00,76575
2025-06-21 00:00:00,76582
2025-06-21 01:00:00,75761
2025-06-21 02:00:00,73124
2025-06-21 03:00:00,71308
2025-06-21 04:00:00,68203
2025-06-21 05:00:00,64811
2025-06-21 06:00:00,61563
2025-06-21 07:00:00,58788
2025-06-21 08:00:00,56728
2025-06-21 09:00:00,54993
2025-06-21 10:00:00,53759
2025-06-21 11:00:00,53276
2025-06-21 12:00:00,52973
2025-06-21 13:00:00,53719
2025-06-21 14:00:00,57080
2025-06-21 15:00:00,61024
2025-06-21 16:00:00,64775
2025-06-21 17:00:00,67945
2025-06-21 18:00:00,70823
2025-06-21 19:00:00,72197
2025-06-21 20:00:00,73389
2025-06-21 21:00:00,74888
2025-06-21 22:00:00,75679
2025-06-21 23:00:00,75675
2025-06-22 00:00:00,74762
2025-06-22 01:00:00,72411
2025-06-22 02:00:00,69794
2025-06-22 03:00:00,68220
2025-06-22 04:00:00,65482
2025-06-22 05:00:00,62274
2025-06-22 06:00:00,59365
2025-06-22 07:00:00,57016
2025-06-22 08:00:00,55022
2025-06-22 09:00:00,53512
2025-06-22 10:00:00,52529
2025-06-22 11:00:00,52057
2025-06-22 12:00:00,51367
2025-06-22 13:00:00,52248
2025-06-22 14:00:00,55597
2025-06-22 15:00:00,59533
2025-06-22 16:00:00,63157
2025-06-22 17:00:00,66495
2025-06-22 18:00:00,69372
2025-06-22 19:00:00,71830
2025-06-22 20:00:00,73526
2025-06-22 21:00:00,74866
2025-06-22 22:00:00,75778
2025-06-22 23:00:00,76170
2025-06-23 00:00:00,75761
2025-06-23 01:00:00,74166
2025-06-23 02:00:00,71488
2025-06-23 03:00:00,69549
2025-06-23 04:00:00,66184
2025-06-23 05:00:00,62364
2025-06-23 06:00:00,58913
2025-06-23 07:00:00,56393
2025-06-23 08:00:00,54706
2025-06-23 09:00:00,53525
2025-06-23 10:00:00,53290
2025-06-23 11:00:00,53946
2025-06-23 12:00:00,54882
2025-06-23 13:00:00,56449
2025-06-23 14:00:00,59750
2025-06-23 15:00:00,63313
2025-06-23 16:00:00,67000
2025-06-23 17:00:00,70743
2025-06-23 18:00:00,74006
2025-06-23 19:00:00,76371
2025-06-23 20:00:00,76817
2025-06-23 21:00:00,76088
2025-06-23 22:00:00,76633
2025-06-23 23:00:00,76716
2025-06-24 00:00:00,76373
2025-06-24 01:00:00,74965
2025-06-24 02:00:00,72781
2025-06-24 03:00:00,70795
2025-06-24 04:00:00,67141
2025-06-24 05:00:00,63035
2025-06-24 06:00:00,59259
2025-06-24 07:00:00,55884
2025-06-24 08:00:00,53742
2025-06-24 09:00:00,52380
2025-06-24 10:00:00,51935
2025-06-24 11:00:00,52500
2025-06-24 12:00:00,53472
2025-06-24 13:00:00,54888
2025-06-24 14:00:00,57765
2025-06-24 15:00:00,61513
2025-06-24 16:00:00,65663
2025-06-24 17:00:00,69297
2025-06-24 18:00:00,72809
2025-06-24 19:00:00,75471
2025-06-24 20:00:00,76587
2025-06-24 21:00:00,76472
2025-06-24 22:00:00,76371
2025-06-24 23:00:00,76380
2025-06-25 00:00:00,75505
2025-06-25 01:00:00,73515
2025-06-25 02:00:00,71016
2025-06-25 03:00:00,69330
2025-06-25 04:00:00,65744
2025-06-25 05:00:00,61659
2025-06-25 06:00:00,58094
2025-06-25 07:00:00,55212
2025-06-25 08:00:00,53222
2025-06-25 09:00:00,51909
2025-06-25 10:00:00,51339
2025-06-25 11:00:00,51955
2025-06-25 12:00:00,52952
2025-06-25 13:00:00,54018
2025-06-25 14:00:00,56280
2025-06-25 15:00:00,59470
2025-06-25 16:00:00,62817
2025-06-25 17:00:00,65703
2025-06-25 18:00:00,68353
2025-06-25 19:00:00,71192
2025-06-25 20:00:00,73388
2025-06-25 21:00:00,74251
2025-06-25 22:00:00,74174
2025-06-25 23:00:00,73258
2025-06-26 00:00:00,71557
2025-06-26 01:00:00,69338
2025-06-26 02:00:00,67159
2025-06-26 03:00:00,65658
2025-06-26 04:00:00,62590
2025-06-26 05:00:00,58843
2025-06-26 06:00:00,55577
2025-06-26 07:00:00,53036
2025-06-26 08:00:00,51415
2025-06-26 09:00:00,50471
2025-06-26 10:00:00,50265
2025-06-26 11:00:00,51287
2025-06-26 12:00:00,52533
2025-06-26 13:00:00,53938
2025-06-26 14:00:00,56343
2025-06-26 15:00:00,59972
2025-06-26 16:00:00,63704
2025-06-26 17:00:00,67116
2025-06-26 18:00:00,70375
2025-06-26 19:00:00,73310
2025-06-26 20:00:00,75031
2025-06-26 21:00:00,75475
2025-06-26 22:00:00,75194
2025-06-26 23:00:00,74452
2025-06-27 00:00:00,72848
2025-06-27 01:00:00,71037
2025-06-27 02:00:00,68893
2025-06-27 03:00:00,67236
2025-06-27 04:00:00,64081
2025-06-27 05:00:00,60305
2025-06-27 06:00:00,56957
2025-06-27 07:00:00,54169
2025-06-27 08:00:00,52392
2025-06-27 09:00:00,51055
2025-06-27 10:00:00,50557
2025-06-27 11:00:00,51233
2025-06-27 12:00:00,52207
2025-06-27 13:00:00,53452
2025-06-27 14:00:00,56212
2025-06-27 15:00:00,60371
2025-06-27 16:00:00,64441
2025-06-27 17:00:00,68208
2025-06-27 18:00:00,71673
2025-06-27 19:00:00,74346
2025-06-27 20:00:00,75621
2025-06-27 21:00:00,76310
2025-06-27 22:00:00,76489
2025-06-27 23:00:00,76471
2025-06-28 00:00:00,75477
2025-06-28 01:00:00,72699
2025-06-28 02:00:00,69297
2025-06-28 03:00:00,67951
2025-06-28 04:00:00,65780
2025-06-28 05:00:00,62693
2025-06-28 06:00:00,59542
2025-06-28 07:00:00,56683
2025-06-28 08:00:00,54560
2025-06-28 09:00:00,52939
2025-06-28 10:00:00,52021
2025-06-28 11:00:00,51767
2025-06-28 12:00:00,51512
2025-06-28 13:00:00,52508
2025-06-28 14:00:00,55907
2025-06-28 15:00:00,60205
2025-06-28 16:00:00,64090
2025-06-28 17:00:00,67919
2025-06-28 18:00:00,71142
2025-06-28 19:00:00,73897
2025-06-28 20:00:00,75502
2025-06-28 21:00:00,76394
2025-06-28 22:00:00,76668
2025-06-28 23:00:00,76600
2025-06-29 00:00:00,76267
2025-06-29 01:00:00,74416
2025-06-29 02:00:00,71461
2025-06-29 03:00:00,69268
2025-06-29 04:00:00,66409
2025-06-29 05:00:00,63110
2025-06-29 06:00:00,59725
2025-06-29 07:00:00,56941
2025-06-29 08:00:00,54820
2025-06-29 09:00:00,53161
2025-06-29 10:00:00,51958
2025-06-29 11:00:00,51436
2025-06-29 12:00:00,50814
2025-06-29 13:00:00,51771
2025-06-29 14:00:00,55129
2025-06-29 15:00:00,59181
2025-06-29 16:00:00,63201
2025-06-29 17:00:00,66489
2025-06-29 18:00:00,69129
2025-06-29 19:00:00,70863
2025-06-29 20:00:00,72123
2025-06-29 21:00:00,73182
2025-06-29 22:00:00,73783
2025-06-29 23:00:00,73931
2025-06-30 00:00:00,73451
2025-06-30 01:00:00,71845
2025-06-30 02:00:00,69467
2025-06-30 03:00:00,67661
2025-06-30 04:00:00,64553
2025-06-30 05:00:00,60631
2025-06-30 06:00:00,57235
2025-06-30 07:00:00,54910
2025-06-30 08:00:00,52992
2025-06-30 09:00:00,51975
2025-06-30 10:00:00,51454
2025-06-30 11:00:00,52173
2025-06-30 12:00:00,52908
2025-06-30 13:00:00,54198
2025-06-30 14:00:00,57769
2025-06-30 15:00:00,61360
2025-06-30 16:00:00,65337
2025-06-30 17:00:00,69258
2025-06-30 18:00:00,72521
2025-06-30 19:00:00,75003
2025-06-30 20:00:00,75994
2025-06-30 21:00:00,75173
2025-06-30 22:00:00,74046
2025-06-30 23:00:00,73910
2025-07-01 00:00:00,72362
2025-07-01 01:00:00,70132
2025-07-01 02:00:00,67494
2025-07-01 03:00:00,65627
2025-07-01 04:00:00,61993
2025-07-01 05:00:00,58025
2025-07-01 06:00:00,54768
2025-07-01 07:00:00,52413
2025-07-01 08:00:00,50476
2025-07-01 09:00:00,49319
2025-07-01 10:00:00,49252
2025-07-01 11:00:00,50005
2025-07-01 12:00:00,51044
2025-07-01 13:00:00,52152
2025-07-01 14:00:00,54902
2025-07-01 15:00:00,58045
2025-07-01 16:00:00,61673
2025-07-01 17:00:00,65337
2025-07-01 18:00:00,68818
2025-07-01 19:00:00,71868
2025-07-01 20:00:00,74123
2025-07-01 21:00:00,75169
2025-07-01 22:00:00,75436
2025-07-01 23:00:00,74547
2025-07-02 00:00:00,72703
2025-07-02 01:00:00,70379
2025-07-02 02:00:00,67540
2025-07-02 03:00:00,65396
2025-07-02 04:00:00,62463
2025-07-02 05:00:00,59753
2025-07-02 06:00:00,56974
2025-07-02 07:00:00,54794
2025-07-02 08:00:00,52782
2025-07-02 09:00:00,51698
2025-07-02 10:00:00,51686
2025-07-02 11:00:00,52365
2025-07-02 12:00:00,53265
2025-07-02 13:00:00,54504
2025-07-02 14:00:00,57266
2025-07-02 15:00:00,60767
2025-07-02 16:00:00,64491
2025-07-02 17:00:00,68341
2025-07-02 18:00:00,71589
2025-07-02 19:00:00,73764
2025-07-02 20:00:00,74595
2025-07-02 21:00:00,74438
2025-07-02 22:00:00,73641
2025-07-02 23:00:00,72449
2025-07-03 00:00:00,70576
2025-07-03 01:00:00,68609
2025-07-03 02:00:00,67059
2025-07-03 03:00:00,66015
2025-07-03 04:00:00,63075
2025-07-03 05:00:00,59646
2025-07-03 06:00:00,56674
2025-07-03 07:00:00,54370
2025-07-03 08:00:00,52934
2025-07-03 09:00:00,52177
2025-07-03 10:00:00,52123
2025-07-03 11:00:00,53056
2025-07-03 12:00:00,54113
2025-07-03 13:00:00,55255
2025-07-03 14:00:00,57334
2025-07-03 15:00:00,59988
2025-07-03 16:00:00,62524
2025-07-03 17:00:00,64634
2025-07-03 18:00:00,66495
2025-07-03 19:00:00,67540
2025-07-03 20:00:00,67307
2025-07-03 21:00:00,67131
2025-07-03 22:00:00,66487
2025-07-03 23:00:00,65733
2025-07-04 00:00:00,64329
2025-07-04 01:00:00,62665
2025-07-04 02:00:00,61486
2025-07-04 03:00:00,60820
2025-07-04 04:00:00,58884
2025-07-04 05:00:00,56601
2025-07-04 06:00:00,54385
2025-07-04 07:00:00,52637
2025-07-04 08:00:00,51248
2025-07-04 09:00:00,50478
2025-07-04 10:00:00,50013
2025-07-04 11:00:00,49921
2025-07-04 12:00:00,49903
2025-07-04 13:00:00,50220
2025-07-04 14:00:00,52650
2025-07-04 15:00:00,55356
2025-07-04 16:00:00,58432
2025-07-04 17:00:00,61899
2025-07-04 18:00:00,64525
2025-07-04 19:00:00,66161
2025-07-04 20:00:00,67227
2025-07-04 21:00:00,67627
2025-07-04 22:00:00,67299
2025-07-04 23:00:00,65706
2025-07-05 00:00:00,63456
2025-07-05 01:00:00,61593
2025-07-05 02:00:00,60212
2025-07-05 03:00:00,58972
2025-07-05 04:00:00,57618
2025-07-05 05:00:00,56048
2025-07-05 06:00:00,54144
2025-07-05 07:00:00,52367
2025-07-05 08:00:00,50873
2025-07-05 09:00:00,50021
2025-07-05 10:00:00,49478
2025-07-05 11:00:00,49645
2025-07-05 12:00:00,49718
2025-07-05 13:00:00,50267
2025-07-05 14:00:00,52332
2025-07-05 15:00:00,55112
2025-07-05 16:00:00,58034
2025-07-05 17:00:00,60418
2025-07-05 18:00:00,62289
2025-07-05 19:00:00,63744
2025-07-05 20:00:00,64827
2025-07-05 21:00:00,65326
2025-07-05 22:00:00,65243
2025-07-05 23:00:00,64555
2025-07-06 00:00:00,63431
2025-07-06 01:00:00,62030
2025-07-06 02:00:00,60917
2025-07-06 03:00:00,60463
2025-07-06 04:00:00,58575
2025-07-06 05:00:00,56177
2025-07-06 06:00:00,53697
2025-07-06 07:00:00,51510
2025-07-06 08:00:00,49689
2025-07-06 09:00:00,48753
2025-07-06 10:00:00,47914
2025-07-06 11:00:00,47637
2025-07-06 12:00:00,47510
2025-07-06 13:00:00,48576
2025-07-06 14:00:00,51530
2025-07-06 15:00:00,54871
2025-07-06 16:00:00,58254
2025-07-06 17:00:00,61035
2025-07-06 18:00:00,63645
2025-07-06 19:00:00,65625
2025-07-06 20:00:00,67373
2025-07-06 21:00:00,68735
2025-07-06 22:00:00,69387
2025-07-06 23:00:00,69511
2025-07-07 00:00:00,68493
2025-07-07 01:00:00,66875
2025-07-07 02:00:00,65170
2025-07-07 03:00:00,63484
2025-07-07 04:00:00,60936
2025-07-07 05:00:00,57645
2025-07-07 06:00:00,54681
2025-07-07 07:00:00,52397
2025-07-07 08:00:00,51043
2025-07-07 09:00:00,50358
2025-07-07 10:00:00,50500
2025-07-07 11:00:00,51592
2025-07-07 12:00:00,53000
2025-07-07 13:00:00,54328
2025-07-07 14:00:00,56650
2025-07-07 15:00:00,59512
2025-07-07 16:00:00,62658
2025-07-07 17:00:00,65831
2025-07-07 18:00:00,68474
2025-07-07 19:00:00,70866
2025-07-07 20:00:00,72967
2025-07-07 21:00:00,73998
2025-07-07 22:00:00,74405
2025-07-07 23:00:00,74401
2025-07-08 00:00:00,73463
2025-07-08 01:00:00,71258
2025-07-08 02:00:00,68641
2025-07-08 03:00:00,67246
2025-07-08 04:00:00,63777
2025-07-08 05:00:00,60076
2025-07-08 06:00:00,56745
2025-07-08 07:00:00,54195
2025-07-08 08:00:00,52124
2025-07-08 09:00:00,51166
2025-07-08 10:00:00,50975
2025-07-08 11:00:00,52103
2025-07-08 12:00:00,53282
2025-07-08 13:00:00,54429
2025-07-08 14:00:00,56931
2025-07-08 15:00:00,60388
2025-07-08 16:00:00,64480
2025-07-08 17:00:00,68321
2025-07-08 18:00:00,71273
2025-07-08 19:00:00,72125
2025-07-08 20:00:00,72925
2025-07-08 21:00:00,73453
2025-07-08 22:00:00,73351
2025-07-08 23:00:00,71602
2025-07-09 00:00:00,69673
2025-07-09 01:00:00,67515
2025-07-09 02:00:00,65115
2025-07-09 03:00:00,63214
2025-07-09 04:00:00,60026
2025-07-09 05:00:00,56198
2025-07-09 06:00:00,53144
2025-07-09 07:00:00,51036
2025-07-09 08:00:00,49345
2025-07-09 09:00:00,48626
2025-07-09 10:00:00,48575
2025-07-09 11:00:00,49717
2025-07-09 12:00:00,51053
2025-07-09 13:00:00,52531
2025-07-09 14:00:00,55233
2025-07-09 15:00:00,58421
2025-07-09 16:00:00,62058
2025-07-09 17:00:00,65724
2025-07-09 18:00:00,68478
2025-07-09 19:00:00,69766
2025-07-09 20:00:00,71238
2025-07-09 21:00:00,72617
2025-07-09 22:00:00,73496
2025-07-09 23:00:00,73767
2025-07-10 00:00:00,72852
